collection_id,title_en,title_es,title_pt,indigenous_title,languages_documented,language_codes,countries,collectors,collection_url,islandora_pid
302,SUNEO Dictionaries Collection,Colección de Diccionarios de SUNEO,Coleção de dicionários de SUNEO,,Zapotec; Mixtec,zap; omq,Mexico,,https://ailla.utexas.org/collections/302,ailla:279591
403,Survey of the Indigenous Languages of Mexico,Encuesta de las Lenguas Indígenas de México,Pesquisa das línguas indígenas do México,,"Triqui, Copala; Mixteco, Peñoles; Mazateco, Chiquihuitlán; Chontal, Highland Oaxaca; Mixe, Tlahuitoltepec; Chinantec, San Juan Lealao; Nahuatl, Acaxochitlán; Huave, San Mateo del Mar; Me'phaa, Malinaltepec; Otomí, San Andrés Cuexcontitlán; Akateko; Zoque, Santa María Chimalapa; Mayo; Totonac, Papantla; Chuj; Zapotec, Isthmus",trc; mil; maq; chd; mxp; cle; nhe; huv; tcf; ots; knj; zoh; mfy; top; cac; zai,Mexico,,https://ailla.utexas.org/collections/403,ailla:124450
1121,Teaching Macuiltianguis Zapotec Collection of Kate Riestenberg and Grupo Cultural Tagayu',Colección de la Enseñanza del Zapoteco de Macuiltianguis de Kate Riestenberg y Grupo Cultural Tagayu',Coleção da Ensinanza do Zapoteco de Macuiltianguis de Kate Riestenberg e Grupo Cultural Tagayu',,"Zapotec, Macuiltianguis",zaa,Mexico,Katherine Riestenberg,https://ailla.utexas.org/collections/1121,ailla:260404
549,Teko Collection of Françoise Rose,Colección Teko de Françoise Rose,Coleção Teko de Françoise Rose,,Teko,eme,French Guiana,Françoise Rose,https://ailla.utexas.org/collections/549,ailla:124504
782,Teotepec Chatino Collection of Justin McIntosh,Colección del Chatino de Teotepec de Justin McIntosh,Coleção do chatino de Teotepec de Justin McIntosh,chaʔ-F-tnyo ʔį-E jychę-A jʔo-E,"Chatino, Eastern, Santa Lucía Teotepec",cya,Mexico,Justin McIntosh,https://ailla.utexas.org/collections/782,ailla:124517
1782,TEST - Erick's Capstone,PRUEBA - Capstone de Erick,PROBA - Capstone de Erick,Capstone de Erick,Media Lengua,mue,Ecuador,Jesse Stewart; Gabriela Prado Ayala,https://ailla.utexas.org/collections/1782,
538,Texistepec Zoque Collection of Søren Wichmann,Colección del Zoque de Texistepec de Søren Wichmann,Coleção de Zoque de Texistepec de Søren Wichmann,,"Zoque, Texistepec",poq,Mexico,Søren Wichmann,https://ailla.utexas.org/collections/538,ailla:124443
781,The Angaité Collection of Paige Erin Wheeler,La colección del Angaité de Paige Erin Wheeler,A coleção Angaité de Paige Erin Wheeler,,"Guaraní, Paraguayan; Angaité",gug; aqt,Paraguay,Paige Erin Wheeler,https://ailla.utexas.org/collections/781,ailla:267815
564,The Asháninka Collection of Elena Mihas,La Colección Asháninka de Elena Mihas,A coleção Asháninka de Elena Mihas,,Asháninka,cni,Peru,Elena Mihas,https://ailla.utexas.org/collections/564,ailla:274491
165,The Chatino Collection of Ryan Sullivant,La Colección del Chatino por Ryan Sullivant,A coleção de Chatino de Ryan Sullivant,,"Chatino, Tataltepec de Valdés; Zapotec, Coatec; Mixtec, Tututepec; Zapotec, Coatecas Altas; Chatino, Santo Domingo Teojomulco; Chatino, Eastern, Ixtapan",cta; zps; mtu; zca; mis; ctp,Mexico,J. Ryan Sullivant,https://ailla.utexas.org/collections/165,ailla:242619
505,The Cholon Language Collection of Luis Miguel Rojas Berscia,Colección de la lengua cholona de Luis Miguel Rojas Berscia,A coleção de idiomas de Cholon de Luis Miguel Rojas Berscia,,Cholon,cht,Peru,Luis Miguel Rojas Berscia; Gonzalo García García,https://ailla.utexas.org/collections/505,ailla:283752
611,The Guajá Collection of Marina Magalhães,La Colección Guajá de Marina Magalhães,A coleção Guajá de Marina Magalhães,,Guajá,gvj,Brazil,Marina Magalhães,https://ailla.utexas.org/collections/611,ailla:272164
965,The Guató Collection of Kristina Balykova and Gustavo Godoy,La Colección del Guató por Kristina Balykova y Gustavo Godoy,A coleção Guató de Kristina Balykova e Gustavo Godoy,,Guató,gta,Brazil,Kristina Balykova; Gustavo de Godoy e Silva,https://ailla.utexas.org/collections/965,ailla:275792
641,The Iñapari Collection of Barrett Hamp,La Colección del Iñapari por Barrett Hamp,A coleção Iñapari de Barrett Hamp,,Iñapari,inp,Peru,Barrett Hamp,https://ailla.utexas.org/collections/641,ailla:287206
1681,The Jaqaru Collection of Luis Miguel Rojas-Berscia,Colección de la lengua jacaru de Luis Miguel Rojas Berscia,A coleção Jaqaru de Luis Miguel Rojas-Berscia,,Jaqaru,jqr,Peru,Luis Miguel Rojas Berscia; Yolanada Nieves Payano Iturrizaga,https://ailla.utexas.org/collections/1681,ailla:284030
563,The K'iche' Collection of Elizabeth Wood,La Colección de K'iche' de Elizabeth Wood,A coleção de K'iche de Elizabeth Wood,,K'ichee',quc,United States of America; Guatemala,Elizabeth Wood; Gricelda Candelaria Mateo Jerónimo,https://ailla.utexas.org/collections/563,ailla:271517
1943,The Ka'apor Collection of Gustavo Godoy,La Colección del Ka'apor por Gustavo Godoy,A coleção Ka'apor de Gustavo Godoy,"Awa je'ẽha ke hendu. Pe, pyhyk. Gustavo je'ẽ mupytame'ẽ ke. I'ã ke jo'ok tĩ.",Ka’apor; Ka’apor Sign Language,urb; uks,Brazil,Gustavo de Godoy e Silva,https://ailla.utexas.org/collections/1943,ailla:283897
558,The Kaqchikel Collection of Raina Heaton,La Colección de Kaqchikel de Raina Heaton,A coleção Kaqchikel de Raina Heaton,,Kaqchikel,cak,Guatemala,Raina Heaton,https://ailla.utexas.org/collections/558,ailla:254602
1355,The Kaqchikel Preservation Project,El Proyecto para la Preservación de Kaqchikel,O Projeto de Preservação de Kaqchikel,,Kaqchikel,cak,Guatemala,Abra Kinkopf,https://ailla.utexas.org/collections/1355,ailla:276278
927,The Kogi Collection of Dominique Knuchel,La colección del kogui por Dominique Knuchel,A coleção Kogi de Dominique Kuchel,,Kogi,kog,Colombia,Dominique Knuchel,https://ailla.utexas.org/collections/927,ailla:254966
928,The Korebajʉ Documentation Collection,La colección de documentación del koreguaje,A coleção de documentação Korebajʉ,,Koreguaje,coe,Colombia,Fabian Leonardo Malaver Chaparro,https://ailla.utexas.org/collections/928,ailla:286992
610,The Livingston Garifuna Collection,La Colección Livingsteña del Idioma Garífuna,A coleção do Garifuna de Livingston,Budawaguaü Garifuna La Bugagien,Garifuna,cab,Guatemala,Alison Broach,https://ailla.utexas.org/collections/610,ailla:257374
724,The Mehináku Collection of Paulo Henrique de Felipe,La Colección del Mehináku por Paulo Henrique de Felipe,A coleção Mehináku de Paulo Henrique de Felipe,,Mehináku,mmh,Brazil,Paulo Henrique De Felipe,https://ailla.utexas.org/collections/724,ailla:272091
559,The Mexicano of Tlaxcala Collection of Lucero Flores,La Colección del Mexicano de Tlaxcala por Lucero Flores,Coleção do mexicano de Tlaxcala de Lucero Flores,"In itlaolololis in Mexicano in Tlaxcala, okichih Lucero Flores","Nahuatl, Central",nhn,Mexico,Lucero Flores Nájera,https://ailla.utexas.org/collections/559,ailla:254992
823,"The Northern Pame Collection of Clifton Pye, Scott Berthiaume and Barbara Pfeiler","La Colección del pame del norte por Clifton Pye, Scott Berthiaume y Barbara Pfeiler","A coleção de pame do norte de Clifton Pye, Scott Berthiaume e Barbara Pfeiler",K'iɨxkendan'tàja'ch biu' xi'iuy,"Pame, Northern",pmq,Mexico,Clifton Pye; Scott Berthiaume,https://ailla.utexas.org/collections/823,ailla:268837
1063,The Paresi-Haliti Collection of Ana Paula Brandão,La Colección del Paresi-Haliti por Ana Paula Brandão,A coleção Paresi-Haliti de Ana Paula Brandão,,Paresi,pab,Brazil,Everton Pereira; Aliny Sousa; Amanda Mesquita; Larissa Lima; Ana Paula Brandão,https://ailla.utexas.org/collections/1063,ailla:254756
1821,The Pirá-Paraná Tukanoan Collection of Stephen and Christine Hugh-Jones,Colección de Tukano del Pirá-Paraná de Stephen y Christine Hugh-Jones,Coleção de Tukano do Pirá-Paraná por Stephen e Christine Hugh-Jones,,Bará; Tucano; Makuna; Tukanoan; Tatuyo; Barasana-Eduria,bao; tuo; myy; sai; tav; bsn,Brazil; Colombia,Christine Hugh-Jones; Brian Moser; Stephen Hugh-Jones,https://ailla.utexas.org/collections/1821,ailla:276711
1701,The Project for the Documentation of the Languages of MesoAmerica (PDLMA),El Proyecto para la Documentación de las Lenguas de MesoAmérica (PDLMA),O Projeto para a Documentação das Línguas da Mesoamérica (PDLMA),,"Zapotec, San Baltázar Loxicha; Zoque, Santa María Chimalapa; Zoque, Ayapaneco; Nahuatl, Tabasco; Popoluca, Oluta; Zoque, Tecpatán; Lacandon; Zoque, Copainalá; Nahuatl; Uto-Aztecan; Tlahuica; Zapotec, Chichicapan; Totonacan; Tepehua; Totonac; Mixe, Totontepec; Zapotec, Zaniza; Popoloca, San Felipe Otlaltepec; Ixcatec; Matlatzinca; Zapotec, Zoogocho; Huasteco; Chatino, Eastern, Santiago Yaitepec; Mixe-Zoque; Mixe; Zoque; Mayan; Zapotec; Zapotecan; Chatino; Chatino, Zenzontepec; Otomanguean; Zoque, Texistepec; Zoque, San Miguel Chimalapa; Zoque, Soteapan; Tepehua, Huehuetla; Chontal, Tabasco; Zapotec, Coatec; Zapotec, Atepec; Zapotec, Isthmus; Nahuatl, Istmo-Mecayapan; Nahuatl, Istmo-Pajapan; Nahuatl, Highland Puebla; Zapotec, Miahuatlán/Cuixtla; Totonac, Highland; Nahuatl, Sierra de Zongolica; Zapotec, Choapan; Mixe, Isthmus; Popoluca, Sayula; Zapotec, Lachixío; Zapotec, Amatlán; Popolocan",zpx; zoh; zoq; nhc; plo; zoc; lac; zoc; nah; azc; ocu; zpv; cai; cai; cai; mto; zpw; pow; ixc; mat; zpq; hus; ctp; cai; cai; cai; myn; zap; omq; omq; czn; omq; poq; zoh; poi; tee; chf; zps; zaa; zai; nhx; nhp; azz; zam; tos; nlv; zpc; mir; pos; zpl; zpo; omq,Mexico,John Justeson; Terrence Kaufman,https://ailla.utexas.org/collections/1701,ailla:124491
1141,The Sáliba Collection of Hortensia Estrada,La Colección Sáliba de Hortensia Estrada,A Coleção Sáliba de Hortensia Estrada,,Sáliba,slc,Colombia,Hortensia Estrada Ramírez,https://ailla.utexas.org/collections/1141,
1983,The Science Museum of Minnesota's Collection of Chiapas Maya Weaver Interviews,Colección de entrevistas a tejedores mayas de Chiapas del Museo de Ciencias de Minnesota,Coleção de entrevistas com tecelões maias de Chiapas do Museu de Ciências de Minnesota,,Tzotzil; Tzeltal; Spanish,tzo; tzh; spa,Mexico,"Walter F. Morris, Jr.; Pedro Meza Meza; Dr. Louis Casagrande",https://ailla.utexas.org/collections/1983,
941,The Shawi Collection of Luis Ulloa,La colección del Shawi de Luis Ulloa,A coleção Shawi de Luis Ulloa,,Shawi,cbt,Peru,Luis Ulloa,https://ailla.utexas.org/collections/941,ailla:267195
582,The Speech of Children from Cusco and Chuquisaca,Habla de los niños de Cusco y Chuquisaca,O discurso de crianças de Cusco e Chuquisaca,Qusqumanta Chukisakamantawan irqichakunap simin,"Quechua; Quechua, South Bolivian; Quechua, Cuzco",qwe; quh; quz,Peru; Bolivia,Susan Kalt,https://ailla.utexas.org/collections/582,ailla:124493
723,The Survey of Zapotec and Chatino Languages Collection,La Colección de la Encuesta de Idiomas Zapotecos y Chatinos,A coleção da pesquisa das idiomas Zapotecos e Chatinos,,Zapotec; Chatino,zap; omq,Mexico,Mark Sicoli; Terrence Kaufman,https://ailla.utexas.org/collections/723,ailla:243980
1241,The Tuparí corpus by Adam Singerman,El corpus tuparí de Adam Singerman,O corpus tuparí de Adam Singerman,Tupari ema'ẽ,Tuparí,tpr,Brazil,Adam Roth Singerman,https://ailla.utexas.org/collections/1241,ailla:269477
414,The Wa'ikhana Collection of Kristina Balykova,La Colección de Wa'ikhana por Kristina Balykova,A coleção Wa'ikhana de Kristina Balykova,Kristina Balykova tikodo Wai’khana ye’mena tʉ’onedi.,Piratapuyo,pir,Brazil,Kristina Balykova,https://ailla.utexas.org/collections/414,ailla:279678
550,The Works of Thomas Cedric Smith-Stark,Las Obras de Thomas Cedric Smith-Stark,As obras de Thomas Cedric Smith,,"Chatino, Eastern San Juan Quiahije; Chinantec, San Juan Lealao; Zapotec, Chichicapan; Amuzgo; Awakateko; Poqomam; Zapotec; Otomanguean; Amuzgo, San Pedro Amuzgos; Nahuatl, Classical",ctp; cle; zpv; omq; agu; poc; zap; omq; azg; nci,Mexico; Guatemala,Thomas C. Smith-Stark,https://ailla.utexas.org/collections/550,ailla:124510
742,The Zacatepec Chatino Documentation Project,El Proyecto de la Documentación del Chatino de Zacatepec,O projeto de documentação do Chatino de Zacatepec,,"Chatino, Eastern, San Marcos Zacatepec",ctz,Mexico,Stéphanie Villard,https://ailla.utexas.org/collections/742,ailla:124506
843,Toba Collection of Harriet E. Manelis Klein,Colección de Toba de Harriet E. Manelis Klein,Coleção Toba de Harriet E. Manelis Klein,,Qom,tob,Argentina,Harriet E. Manelis Klein,https://ailla.utexas.org/collections/843,ailla:124419
1346,Tojolab'al Collection of Jill Brody,Colección del Tojolab'al de Jill Brody,Coleção Tojolab'al de Jill Brody,,Tojolab'al,toj,Mexico,Jill Brody,https://ailla.utexas.org/collections/1346,ailla:124379
1381,Tojolab'al Collection of the SSSAT,Colección Tojolab'al del SSSAT,Coleção Tojolab'al do SSSAT,Sjob’jel lo’il Tojol Ab'al,Tojolab'al,toj,Mexico,,https://ailla.utexas.org/collections/1381,ailla:124478
1242,Totonac-Tepehua Dialect Survey,Encuesta Lingüística de la Familia Totonaco-Tepehua,Pesquisa de dialeto Totonac-Tepehua,,"Totonac, Papantla; Totonacan; Tepehua; Totonac; Totonac, Coyutla; Totonac, Filomeno Mata-Coahuitlán; Tepehua, Huehuetla; Totonac, Highland",top; cai; cai; cai; toc; tlp; tee; tos,Mexico,Carolyn J. MacKay; Frank R. Trechsel; Terrence Kaufman,https://ailla.utexas.org/collections/1242,ailla:124508
670,Transcriptions of Mixtec Language Surveys,Transcripciones de Cuestionarios Lingüísticos del Mixteco,Transcrições de pesquisas de idiomas Mixtecos,,Mixtec,omq,Mexico,Kathryn Josserand,https://ailla.utexas.org/collections/670,ailla:271571
162,Tseltal Collection of Brian Stross,Colección de Tseltal de Brian Stross,Coleção Tseltal de Brian Stross,,Tzeltal,tzh,Mexico,Brian Stross,https://ailla.utexas.org/collections/162,ailla:124505
1105,Tseltal Documentation Project of Gilles Polian,El Proyecto para la Documentación de Tseltal de Gilles Polian,Projeto de documentação tseltal de Gilles Polian,,Tzeltal,tzh,Mexico,Gilles Polian,https://ailla.utexas.org/collections/1105,ailla:124445
841,Tucanoan Languages Collection of Elsa Gomez-Imbert,Colección de Idiomas Tucanos de Elsa Gomez-Imbert,Coleção de Línguas Tucanos de Elsa Gomez-Imbert,,Tatuyo; Barasana-Eduria,tav; bsn,Colombia,Elsa Gomez-Imbert,https://ailla.utexas.org/collections/841,ailla:274743
984,Tucanoan Languages Collection of Janet Chernela,Colección de Lenguas Tucano de Janet Chernela,Coleção de Línguas Tucanoanas de Janet Chernela,,Piratapuyo; Arapaso; Tucano; Wanano,pir; arj; tuo; gvc,Brazil; Colombia,Janet Chernela,https://ailla.utexas.org/collections/984,ailla:124474
562,Typological essays  on Kalapalo grammar by Ellen B. Basso,Ensayos tipológicos sobre la gramática de kalapalo escritos por Ellen B. Basso,Ensaios tipológicos sobre Kalapalo Grammar por Ellen B. Basso,,Kalapalo,kui,United States of America; Brazil,Ellen Basso,https://ailla.utexas.org/collections/562,ailla:271463
1562,Tzotzil Collection of John Haviland,Colección Tzotzil de John Haviland,Coleção Tzotzil de John Haviland,,Tzotzil,tzo,Mexico,John Haviland,https://ailla.utexas.org/collections/1562,ailla:124462
415,Uspanteko Collection of Ryan Bennett and Robert Henderson,La Colección del Uspanteko de Ryan Bennett y Robert Henderson,Coleção de Uspanteko de Ryan Bennett e Robert Henderson,,Uspanteko,usp,United States of America; Guatemala,Robert M. Henderson; Ryan T. Bennett,https://ailla.utexas.org/collections/415,ailla:254558
741,Venezuelan Languages Collection of Marie Claude Mattei Müller,Colección de Lenguas Venezolanas de Marie Claude Mattei Müller,Coleção de idiomas venezuelanos de Marie Claude Mattei Müller,,Mapoyo; Yanomamö; Panare; Yuwana; Yawarana,mcg; guu; pbh; yau; yar,Venezuela,Marie Claude Mattei Müller,https://ailla.utexas.org/collections/741,ailla:124422
527,Waiwai Collection of Niels Fock,Colección Waiwai de Niels Fock,Coleção Waiwai de Niels Fock,,Waiwai,waw,Brazil; Guyana,Niels Fock,https://ailla.utexas.org/collections/527,ailla:124389
606,Warao Language and Culture Collection of H. Dieter Heinen and Werner Wilbert,Colección de la Lengua y Cultura de Warao de H. Dieter Heinen y Werner Wilbert,Coleção de idiomas e cultura de Warao de H. Dieter Heinen e Werner Wilbert,,Warao,wba,Venezuela,Werner Wilbert; H. Dieter Heinen,https://ailla.utexas.org/collections/606,ailla:124403
942,"Wounaan Oral Traditions and Music, Lapovsky Kennedy Collection, 1964-1966","Tradición Oral y Música Wounaan, Colección de Lapovsky Kennedy, 1964-1966","Tradições e Música de Wounaan, Coleção Lapovsky Kennedy, 1964-1966","Maach jooinhí warrgarwe jöoinau jaaujerr dʌ̈i maachdëu nem sirnaa haaujempa Wounaanau nem hĩgk’atarr hũan Lapovsky Kennedyiu grabaawia p’ë hautarr, 1964-1966",Wounmeu,noa,Colombia,Elizabeth Kennedy,https://ailla.utexas.org/collections/942,ailla:124497
1321,"Wounaan Oral Traditions, Binder Collection, 1970-1980","Tradición Oral Wounaan, Colección de Binder, 1970-1980","Tradição Oral Wounaan, Coleção de Binder, 1970-1980","Maach jooinhí warrgarwe jöoinau jaaujerr, Wounaanau nem hĩgk’atarr jöoi Binderrau grabaawia p’ë hautarr",Wounmeu,noa,Panama; Colombia,Ronald Binder,https://ailla.utexas.org/collections/1321,ailla:248514
921,"Wounaan Oral Traditions, Loewen Collection, 1948 - 1958","Tradición Oral Wounaan, Colección de Loewen, 1948 - 1958","Tradições de Wounaan, Coleção Loewen, 1948 - 1958","Maach jooinhí warrgarwe jöoinau jaaujerr, Wounaanau nem hĩgk’atarr jöoi Loewenau      grabaawia p’ë hautarr, 1948 - 1958",Wounmeu,noa,Colombia,Jacob Loewen,https://ailla.utexas.org/collections/921,ailla:247377
1343,"Wounaan Oral Traditions, Velásquez Runk Collection, 2002 – 2004","Tradición Oral Wounaan, Colección de Velásquez Runk, 2002 – 2004","Tradições Orais Wounaan, Coleção Velásquez Runk, 2002 - 2004","Maach jooinhí warrgarwe jöoinau jaaujerr, Wounaanau nem hĩgk’atarr hũan Velásquez Runkiu grabaawia p’ë hautarr, 2002 – 2004",Wounmeu,noa,Panama,Julia Velásquez Runk,https://ailla.utexas.org/collections/1343,ailla:248168
545,Xavante Language Collection of Laura Graham,Colección de la Lengua Xavante de Laura Graham,Coleção de idioma Xavante de Laura Graham,,Xavánte,xav,Brazil,Laura R. Graham,https://ailla.utexas.org/collections/545,ailla:124486
521,Xokleng Collection of Greg Urban,Colección Xokleng de Greg Urban,Coleção Xokleng de Greg Urban,,Xokleng,xok,Brazil,Greg Urban,https://ailla.utexas.org/collections/521,ailla:124439
1963,Yagua Collection,Colección del Yagua,Coleção Yagua,,Yagua,YAD,Peru,Maria Cheremisinova,https://ailla.utexas.org/collections/1963,
1521,Yauyos Quechua Collection of Aviva Shimelman,Colección Quechua de Yauyos de Aviva Shimelman,Coleção da Quéchua de Yauyos de Aviva Shimelman,,"Quechua, Yauyos",qux,Peru,Aviva Shimelman,https://ailla.utexas.org/collections/1521,ailla:124499
1081,Yawarana: documentation project collection,Yabarana: colección del proyecto de documentación,Yawarana: coleção do projeto de documentação,,Yawarana,yar,United States of America; Venezuela,Natalia Cáceres Arandia,https://ailla.utexas.org/collections/1081,ailla:254562
1641,Yokot'an (Tabasco Chontal) Dialect Survey,Encuesta Lingüística del Yokot'an (Chontal de Tabasco),Levantamento Linguístico da Yokot'an (a Chontal de Tabasco),,"Chontal, Tabasco",chf,Mexico,Brad Montgomery-Anderson; Terrence Kaufman,https://ailla.utexas.org/collections/1641,ailla:124448
621,Yoloxóchitl Mixtec Language Documentation Project of Jonathan Amith and Rey Castillo,Documentación de la Lengua Mixteca de Yoloxóchitl de Jonathan Amith y Rey Castillo,Projeto de documentação da linguagem de Mixteco de Yoloxóchitl de Jonathan Amith e Rey Castillo,,"Mixteco, Yoloxóchitl",xty,Mexico,Rey Castillo García; Jonathan Amith,https://ailla.utexas.org/collections/621,ailla:124484
607,Yucatec Maya Collection of Melissa Frazier,Colección de Maya Yucateco de Melissa Frazier,Coleção Yucatec Maya de Melissa Frazier,U Tsikbalilo'ob Maya' T'aan,"Maya, Yucatec",yua,Mexico,Melissa Frazier,https://ailla.utexas.org/collections/607,ailla:124464
523,Yucatec Maya Collection of William Blunk-Fernández and Michael Carrasco,Colección Yucateco de William Blunk-Fernández y Michael Carrasco,Coleção Yucatec Maya de William Blunk-Fernández e Michael Carrasco,,"Maya, Yucatec",yua,Mexico,Michael Carrasco; William Blunk-Fernández,https://ailla.utexas.org/collections/523,ailla:124378
522,Yucateco Collection of Michal Brody,Colección de Yucateco de Michal Brody,Coleção Yucateco de Michal Brody,,"Maya, Yucatec",yua,Mexico,Michal Brody,https://ailla.utexas.org/collections/522,ailla:124416
1347,Zapotec Collection of Brook Lillehaugen,Colección de Zapoteco de Brook Lillehaugen,Coleção de Zapoteco de Brook Lillehaugen,,"Zapotec, Tlacolula de Matamoros",zab,Mexico,Brook Danielle Lillehaugen,https://ailla.utexas.org/collections/1347,ailla:124418
467,Zapotec Collection of May Helena Plumb,Colección del zapoteco de May Helena Plumb,Coleção Zapotec de May Helena Plumb,,"Zapotec, Western Tlacolula Valley",zab,Mexico,May Helena Plumb,https://ailla.utexas.org/collections/467,ailla:257460
703,Zoque Dialect Survey,Encuesta Lingüística del Zoque,Pesquisa de dialeto do Zoque,,"Zoque, Santa María Chimalapa; Zoque, Tecpatán; Zoque, Copoya; Zoque, Tapalapa; Zoque, Rayón; Zoque; Zoque, San Miguel Chimalapa; Zoque, Ocotepec",zoh; zoc; zoc; zor; zor; cai; zoh; zoc,Mexico,Roberto Zavala Maldonado; Terrence Kaufman,https://ailla.utexas.org/collections/703,ailla:124516
1861,zzz Collection,zzz Colección,zzz Coleçao,Just a Trial,,,,,https://ailla.utexas.org/collections/1861,
